"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-16102","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""23"",""45"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/REPAIR_ASSISTANT_DOOR_RELAY_V1C_20260521.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-31548","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""24"",""47"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/RULE_FIRING_CARD_FIRST_LIVE_USE_SAVE_20260520.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-31070","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""27"",""53"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_FIXED_20260521.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-32540","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""28"",""55"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/TODO_STALE_FIX.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-04483","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""29"",""57"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/TODO_WEAKEST_LINK_TRIAGE_READ_20260520.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-05225","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""3 Contain"",""OutputRootViolation"",""BLOCK"",""HIGH"",""ReadReport script contains absolute write-related path outside READ_REPORTS allowlist."",""C:\Users\13527\Desktop\123\ACTIVE_GUIDES\BAD.md""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/HARDENED_AIRLOCK_1_2_1_RESULTS_BAD_AUTHORITY_WRITE_20260531_045633.csv"
"CONCEPT-37034","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""3 Contain"",""OutputRootViolation"",""BLOCK"",""HIGH"",""ReadReport script contains absolute write-related path outside READ_REPORTS allowlist."",""C:\Users\13527\Desktop\bad_outside_output.txt""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/HARDENED_AIRLOCK_1_2_1_RESULTS_BAD_OUTPUT_ROOT_20260531_045634.csv"
"CONCEPT-25733","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""3 Contain"",""OutputRootViolation"",""BLOCK"",""HIGH"",""ReadReport script has write/export/create command without READ_REPORTS allowlist signal."",""Output root allowlist missing.""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/HARDENED_AIRLOCK_RESULTS_BAD_AUTHORITY_WRITE_20260531_045248.csv"
"CONCEPT-22764","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""3"",""5"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/HANDOFF_INBOX/HANDOFF_SAFE_SAVE_METHOD_LOCK_20260520.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-36168","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""30"",""59"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/WRITE_WHIRLPOOL_RUN_001_OUTPUTS.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-39477","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""31"",""61"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/SAVE_SCRIPTS/SAVE_BUILD_KEEPS_FORM_CONCEPTUAL_SAME_TREATMENT_20260522.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-25015","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""4"",""7"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/ARTIFACT_SELF_CHECK_SECOND_LIVE_USE_20260520.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-32530","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""7"",""13"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/CLEAN_SEED_INSTALL_SCOPE_STATE_TRIGGER_LOCK.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-00342","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""9"",""17"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""COMMAND_CENTER/SCRIPTS/INCOMING/HABIT_PATTERN_TRANSFER_LENS_SAVE_20260520.ps1"",""Executable statement before param block."",""""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_REVIEW_ROW_SAMPLER_V1_SAMPLE_20260530_095823.csv"
"CONCEPT-15115","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/ASSISTANT_DOOR_RELAY/TOOLS/DROP_CHAT_JOB_FROM_CLIPBOARD_V1.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-00354","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/CHILD_SHELL/RUNNERS/RUN_CHILD_SHELL_LEVEL2_APPROVED_HELPER_ONCE.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-08408","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/CHILD_SHELL/RUNNERS/RUN_CHILD_SHELL_LEVEL3_APPROVED_HOUSE_SAVE_ONCE.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-29168","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/HANDOFF_INBOX/HANDOFF_SAFE_SAVE_METHOD_LOCK_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-26114","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/ARTIFACT_SELF_CHECK_SECOND_LIVE_USE_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-06544","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/CLEAN_SEED_INSTALL_SCOPE_STATE_TRIGGER_LOCK.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-39217","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/CORRECTION_ROOT_FIX_SUIT_FIRST_SAVE_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-13628","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/FULL_METHOD_STACK_SAVE_20260522.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-21116","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/HABIT_PATTERN_TRANSFER_LENS_SAVE_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-34773","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/INSTALL_ASSISTANT_DOOR_RELAY_V1_20260521.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-36399","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/INSTALL_CHILD_SHELL_LEVEL2_APPROVED_HELPER_ROUTE_20260521_083132.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-15477","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/INSTALL_WATCHER_LIVENESS_STALE_PID_DURABILITY_20260521_082448.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-03428","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/InstallPSCorePolicyDefinitions.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-20357","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/LOCAL_MULE_BIG_OVERALL_JOB_PACKET_BUILDER_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-13957","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/LOCK_WATCHER_LIVENESS_DURABILITY_AND_QUEUE_LEVEL2_20260521_082718.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-26270","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/MULE_RETURN_BIG_OVERALL_FULL_DISPOSITION_SAVE_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-15861","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/MULE_RETURN_KNOWN_PATH_IMPORT_RECOVERY_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-31348","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/MULE_RETURN_KNOWN_PATH_IMPORT_SAVE_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-00227","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/MULE_RUN1.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-05994","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/NO_RULE_KING_BETTER_FIT_PROMOTION_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-09789","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""COMMAND_CENTER/SCRIPTS/INCOMING/POWERSHELL_DELIVERY_LINT_RECOVERY_20260520.ps1"",""SCRIPT_HYGIENE"",""BLOCK"",""HELPER_OR_SCANNER_PATTERN_SURFACE"",""REVIEW"",""Inspect as scanner/helper code. Do not assume live credential exposure from pattern text alone."",""Executable statement before param block.""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SELECTED_BLOCK_FAMILY_CLASSIFICATION_V1_ROWS_20260530_095823.csv"
"CONCEPT-06232","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""CR_REPLAY_005"",""PASS_WITH_WATCH"",""PARTIAL_PASS_WITH_REVIEW"",""PARTIAL_PASS_WITH_REVIEW"",""True"",""False"",""No fail/block occurred, but watch rows remain."",""Clean pass; ignore watch; promote; global safety."",""Review watch rows and decide if acceptable for scope."",""CLEAN_PASS; PROMOTE; IGNORE_WATCH; GLOBAL_SAFE"",""Watch means review surface remains.""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/REPLAY_EXPANSION_STANDALONE_UNIQUE_20260531_0525_20260531_051042/CODING_ROOM_REPLAY_EXPANSION_RESULTS_V1_1_STANDALONE_UNIQUE_20260531_0525_20260531_051042.csv"
"CONCEPT-39547","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""CR_REPLAY_010"",""watch count only"",""WATCH_REVIEW_REQUIRED"",""WATCH_REVIEW_REQUIRED"",""True"",""False"",""Warnings/watch rows exist without fail/block."",""No risk; clean pass; promotion safe."",""Review watch categories and scope."",""NO_RISK; CLEAN_PASS; PROMOTE"",""Watch rows are not zero risk.""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/REPLAY_EXPANSION_STANDALONE_UNIQUE_20260531_0525_20260531_051042/CODING_ROOM_REPLAY_EXPANSION_RESULTS_V1_1_STANDALONE_UNIQUE_20260531_0525_20260531_051042.csv"
"CONCEPT-29277","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""OneNextCondition"": ""only then decide grow / repair / park / save-candidate""","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/TIGHT_BOUND_GROWTH_GATE_V1_UNIQUE_20260531_0536_20260531_051919/CODING_ROOM_TIGHT_BOUND_GROWTH_GATE_V1_UNIQUE_20260531_0536_20260531_051919.json"
"CONCEPT-13018","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""Rule"": ""go back as far as needed to last proven tight bound"",","1","1","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/TIGHT_BOUND_GROWTH_GATE_V1_UNIQUE_20260531_0536_20260531_051919/CODING_ROOM_TIGHT_BOUND_GROWTH_GATE_V1_UNIQUE_20260531_0536_20260531_051919.json"
"CONCEPT-19977","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/ASSISTANT_DOOR_RELAY/TOOLS/DROP_CHAT_JOB_FROM_CLIPBOARD_V1.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-04410","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/CHILD_SHELL/RUNNERS/RUN_CHILD_SHELL_LEVEL2_APPROVED_HELPER_ONCE.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-26879","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/CHILD_SHELL/RUNNERS/RUN_CHILD_SHELL_LEVEL3_APPROVED_HOUSE_SAVE_ONCE.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-21137","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/HANDOFF_INBOX/HANDOFF_SAFE_SAVE_METHOD_LOCK_20260520.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-15397","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/SCRIPTS/INCOMING/ARTIFACT_SELF_CHECK_SECOND_LIVE_USE_20260520.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-04976","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/SCRIPTS/INCOMING/CLEAN_SEED_INSTALL_SCOPE_STATE_TRIGGER_LOCK.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-01173","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/SCRIPTS/INCOMING/CORRECTION_ROOT_FIX_SUIT_FIRST_SAVE_20260520.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-12571","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/SCRIPTS/INCOMING/FULL_METHOD_STACK_SAVE_20260522.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
"CONCEPT-01944","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","""SCRIPT_HYGIENE"",""BLOCK"",""BLOCKED"",""COMMAND_CENTER/SCRIPTS/INCOMING/HABIT_PATTERN_TRANSFER_LENS_SAVE_20260520.ps1"",""Executable statement before param block."",""ErrorActionPreference token appears before param."",""Move param block to top before executable statements."",""SECURITY_CREDENTIAL_SURFACE""","1","1","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_CHAIN_SUPERVISOR_V2_SELECTED_ROWS_20260530_095823.csv"
