"RelativePath","FullName","TopLevel","Extension","Length","LastWriteTimeUtc","Class"
"Jxhnny_Kl33N_Seedz\HOUSE_WORK\GATE_RINGS\MASTER_EXPANDED_GATE_RING_20260524\MASTER_GATE_RING_3400_EXPANDED_ORDERED_CANDIDATE.md","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\HOUSE_WORK\GATE_RINGS\MASTER_EXPANDED_GATE_RING_20260524\MASTER_GATE_RING_3400_EXPANDED_ORDERED_CANDIDATE.md","Jxhnny_Kl33N_Seedz",".md","1737251","2026-05-25T03:19:29.9549199Z","PACKET_OR_ORDER"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","_LOCAL_CUSTODY_N_RECEIPTS",".png","1674411","2026-05-05T06:13:24.7244101Z","RECEIPT"
"Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","Jxhnny_Kl33N_Seedz",".png","1674411","2026-05-05T06:13:24.7244101Z","GENERAL"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\GPT_PROMPTS_CUSTODY\DOWNLOADS_LOOSE_CANDIDATES\20260523_001601\Core_Promotion_Passport.png","_LOCAL_CUSTODY_N_RECEIPTS",".png","1674411","2026-05-05T06:13:24.7244101Z","RECEIPT"
"_MISC_DRAWER\READ_REPORTS\SOLUTION_TO_CONCEPT_PROPAGATION_LEDGER_V0.1_20260527_211808.csv","C:\Users\13527\Desktop\123\_MISC_DRAWER\READ_REPORTS\SOLUTION_TO_CONCEPT_PROPAGATION_LEDGER_V0.1_20260527_211808.csv","_MISC_DRAWER",".csv","1654967","2026-05-28T01:18:32.7135474Z","SOURCE"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","_LOCAL_CUSTODY_N_RECEIPTS",".png","1609561","2026-05-14T02:26:29.1305057Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped.png","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped.png","_LOCAL_CUSTODY_N_RECEIPTS",".png","1609561","2026-05-14T02:26:29.1364902Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","_LOCAL_CUSTODY_N_RECEIPTS",".png","1609561","2026-05-14T02:26:29.1305057Z","RECEIPT"
"Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped.png","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped.png","Jxhnny_Kl33N_Seedz",".png","1609561","2026-05-14T02:26:29.1364902Z","GENERAL"
"Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","C:\Users\13527\Desktop\123\Jxhnny_Kl33N_Seedz\MEDIA_INTAKE\IMAGES\clean_core_growth_transparent_cropped (1).png","Jxhnny_Kl33N_Seedz",".png","1609561","2026-05-14T02:26:29.1305057Z","GENERAL"
