"Severity","Path","Species","Field","FailureFamily","SuggestedStitch","Message"
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_CLEANUP_DRAFT_2B_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_CLEANUP_DRAFT_2B_20260510.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_GAP_FILL_RECURSIVE_FLOW_REVIEW_20260511.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1_20260510.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1B_REFINED_MODEL_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1B_REFINED_MODEL_20260510.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1C_FOLDER_FILE_SPLIT_PROPOSAL_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1C_FOLDER_FILE_SPLIT_PROPOSAL_20260510.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_PROJECT_KNOWLEDGE_STACK_DRAFT_1D_EXISTING_FOLDER_DECISION_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROTECTIVE_GOLD_CYCLE_GATE_SYNTHESIS_PASS_001_20260517_091918.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_PROTECTIVE_GOLD_CYCLE_GATE_SYNTHESIS_PASS_001_20260517_091918.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_READINESS_PROBE_TOOL_TRIAL_PASS_001_20260517_152753.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_READINESS_PROBE_TOOL_TRIAL_PASS_001_20260517_152753.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_REAL_WORK_YIELD_SUIT_ADOPTION_LOCKSAVE_20260517_060741.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_REPO_IDENTITY_GATE_CYCLE_C_LOCKSAVE_20260517_055844.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_RETROACTIVE_RULE_FIRE_REVIEW_20260511.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_RETROACTIVE_RULE_FIRE_REVIEW_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_SESSION_LOCK_SAVE_ALGORITHM_TRIALS_STATUS_001_20260517_094826.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_SESSION_LOCK_SAVE_ALGORITHM_TRIALS_STATUS_001_20260517_094826.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_SIDE_EVIDENCE_INDEX_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_SORTING_RULES_FAMILY_TREE_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_STATE_TRANSFER_CONTINUITY_SEAL_CANDIDATE_FAMILY_LOCKSAVE_20260517_062647.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_STATE_TRANSFER_CONTINUITY_SEAL_CANDIDATE_FAMILY_LOCKSAVE_20260517_062647.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_SYNC_REPO_HOME_PATH_001_20260517_161708.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_SYNC_REPO_HOME_PATH_001_20260517_161708.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_SYSTEMS_CYCLES_DEEP_CLEAN_TEST_LANE_LOCKSAVE_20260517_053215.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_TECH_REVIEW_OPERATING_SURFACE_PROPOSAL_20260511.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_TINY_INSTALL_PACKET_SCOPE_COMPLETION_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_TINY_WORKING_PATH_INSTALL_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_WATCHDOG_TOOL_TRIAL_PASS_001_20260517_094334.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_WATCHDOG_TOOL_TRIAL_PASS_001_20260517_094334.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_WEAR_THE_SUIT_IDEA_WAVES_181_360_COMPRESSED_DEEPSCAN_LOCKSAVE_20260517_073711.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_WEAR_THE_SUIT_INTEGRATED_IDEA_LIST_LOCKSAVE_20260517_063550.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECEIPT_WEAR_THE_SUIT_INTEGRATED_IDEA_LIST_LOCKSAVE_20260517_063550.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECEIPT_WORKFLOW_RELIABILITY_RULE_STACK_BALL_ATTACK_PILE_ORDER_20260511.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0012__CLEAN_SEED_VISUAL_MAP.html/CLEAN_SEED_VISUAL_MAP.html","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0013__EVIDENCE_ARCHIVE_MANIFEST.txt/EVIDENCE_ARCHIVE_MANIFEST.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0013__EVIDENCE_ARCHIVE_MANIFEST.txt/EVIDENCE_ARCHIVE_MANIFEST.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0016__CleanSeedBuilds/CleanSeedBuilds/README_START_HERE.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0017__PROMOTE_GOLD_INTAKE_PRIORITY_BOULDER_FIRST_BANK_LEAK.ps1.txt/PROMOTE_GOLD_INTAKE_PRIORITY_BOULDER_FIRST_BANK_LEAK.ps1.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0022__RUN_VERIFY_GOLD_INTAKE_PRIORITY_FULL.ps1.txt/RUN_VERIFY_GOLD_INTAKE_PRIORITY_FULL.ps1.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0025__PATCH_RECEIPT_LOGIC_SERIOUSNESS_CALIBRATION.txt/PATCH_RECEIPT_LOGIC_SERIOUSNESS_CALIBRATION.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0030__PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt/PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0030__PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt/PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0036__PATCH_RECEIPT_POINT_CHECK_DECISION_LOOP.txt/PATCH_RECEIPT_POINT_CHECK_DECISION_LOOP.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0042__EVIDENCE_ARCHIVE_MANIFEST.txt/EVIDENCE_ARCHIVE_MANIFEST.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0043__PATCH_RECEIPT_POINT_CHECK_DECISION_LOOP.txt/PATCH_RECEIPT_POINT_CHECK_DECISION_LOOP.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0048__README_START_HERE.txt/README_START_HERE.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0050__PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK_(1).txt/PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK (1).txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0050__PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK_(1).txt/PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK (1).txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0051__PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt/PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0051__PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt/PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0054__PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt/PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0057__README_START_HERE.txt/README_START_HERE.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0058__EVIDENCE_ARCHIVE_MANIFEST_(1).txt/EVIDENCE_ARCHIVE_MANIFEST (1).txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0058__EVIDENCE_ARCHIVE_MANIFEST_(1).txt/EVIDENCE_ARCHIVE_MANIFEST (1).txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/CLEAN_SEED_CURRENT_STATE_SAVEPOINT.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/CLEAN_SEED_FILE_HOUSEKEEPING_MAP.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/CLEAN_SEED_FILE_HOUSEKEEPING_MAP.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/CleanSeed_MAIN_PROJECT_SAVE_PACKET_MANIFEST_2026_05_09.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/CleanSeed_MAIN_PROJECT_SAVE_PACKET_MANIFEST_2026_05_09.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/COPY_EXACT_ACTIVE_GUIDES_COMMAND.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/README_SAVE_THIS_FIRST.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0084__lost/lost/README_SAVE_THIS_FIRST.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0087__EVIDENCE_ARCHIVE_MANIFEST_(2).txt/EVIDENCE_ARCHIVE_MANIFEST (2).txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0087__EVIDENCE_ARCHIVE_MANIFEST_(2).txt/EVIDENCE_ARCHIVE_MANIFEST (2).txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0118__PATCH_RECEIPT_LOCK_SAVE_SEND_REST_STOP_WORD_RULES.txt/PATCH_RECEIPT_LOCK_SAVE_SEND_REST_STOP_WORD_RULES.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_20260510/ITEM_0118__PATCH_RECEIPT_LOCK_SAVE_SEND_REST_STOP_WORD_RULES.txt/PATCH_RECEIPT_LOCK_SAVE_SEND_REST_STOP_WORD_RULES.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_RECOVERY_PLAN_20260510.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RECYCLE_BIN_QUARANTINE_RECOVERY_PLAN_20260510.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/REDUNDANCY_WASTE_GATE_CANDIDATE_SAVE_RECEIPT_20260527_011733.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RELEVANT_ROOT_KEY_AND_TOOL_USE_SELECTOR_RECEIPT_20260520.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_RECEIPT_20260520.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/REMOTE_DOOR_RELAY_V2_EXTERNAL_FETCH_LOCK_RECEIPT_20260521.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/REPO_IDENTITY_GATE_CYCLE_C_LOCKSAVE_20260517_055844.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RETROACTIVE_RULE_FIRE_REVIEW_20260511.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RETROACTIVE_RULE_FIRE_REVIEW_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RFA_SPLIT_ANCHOR_AFTER_GAP_FILL_20260511.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/ROOM_ROLE_INDEX_DUPLICATE_COMMIT_CLARIFICATION_RECEIPT_20260518.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/ROOM_ROLE_INDEX_DUPLICATE_COMMIT_CLARIFICATION_RECEIPT_20260518.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RULE_BLOOM_STACK_CAPTURE_INSTALL_RECEIPT_20260521_030002.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RULE_EXPANSION_CROSS_EXAM_DISCOVERY_RECEIPT_20260527.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_BLOCKED_CHILD_RECOVERY_DRY_RUN_PROOF_20260518_002256.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_BLOCKED_WORK_INDEX_DEFINITION_PROOF_20260518_010227.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_BLOCKED_WORK_INDEX_DEFINITION_PROOF_20260518_010227.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_BLOCKED_WORK_INDEX_WALK_PROOF_20260518_010355.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMBINED_PROMOTION_GATE_PROOF_20260518_001134.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMBINED_PROMOTION_GATE_PROOF_20260518_001134.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMBINED_SOFT_SUIT_WALK_PROOF_20260518_000903.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_BUILD_GATE_DEFINITION_PROOF_20260518_005026.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_BUILD_GATE_DEFINITION_PROOF_20260518_005026.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_BUILD_GATE_WALK_PROOF_20260518_005121.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_BUILD_GATE_WALK_PROOF_20260518_005126.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_GATE_DEFINITION_PROOF_20260518_003720.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_PROPOSAL_CARD_DEFINITION_PROOF_20260518_003924.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_PROPOSAL_CARD_DEFINITION_PROOF_20260518_003924.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_COMMAND_PROPOSAL_CARD_WALK_PROOF_20260518_004050.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_CROSS_FILE_REFERENCE_DRY_RUN_PROOF_20260518_002611.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_CURRENT_STATE_POINTER_DEFINITION_PROOF_20260518_010707.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_CURRENT_STATE_POINTER_DEFINITION_PROOF_20260518_010707.txt","RECEIPT_OBJECT","ObjectProved","HASH WITHOUT BONE","BONE STITCH","Receipt should name object/action proved."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_DUPLICATE_EVENT_DRY_RUN_PROOF_20260518_001840.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
"WATCH","PROOF_HISTORY/RUNTIME_KERNEL_DUPLICATE_EVENT_DRY_RUN_PROOF_20260518_001926.txt","RECEIPT_OBJECT","Boundary","RECEIPT WITHOUT LIMIT","POLICY STITCH","Receipt should state boundary and limits."
